,Country,Gender,Demographics Question,Demographics Response,Question,Value
6664,Liberia,F,Age,25-34,... if she argues with him,32.7
6665,Liberia,F,Age,35-49,... if she argues with him,32.1
6666,Liberia,F,Age,15-24,... if she burns the food,7.8
6667,Liberia,F,Age,25-34,... if she burns the food,7.4
6668,Liberia,F,Age,35-49,... if she burns the food,6.8
6669,Liberia,F,Age,15-24,... if she goes out without telling him,29.2
6670,Liberia,F,Age,25-34,... if she goes out without telling him,28.3
6671,Liberia,F,Age,35-49,... if she goes out without telling him,27.7
6672,Liberia,F,Age,15-24,... if she neglects the children,34.5
6673,Liberia,F,Age,25-34,... if she neglects the children,31.1
6674,Liberia,F,Age,35-49,... if she neglects the children,30.3
6675,Liberia,F,Age,15-24,... if she refuses to have sex with him,10.2
6676,Liberia,F,Age,25-34,... if she refuses to have sex with him,11.0
6677,Liberia,F,Age,35-49,... if she refuses to have sex with him,11.0
6678,Liberia,F,Education,Higher,... for at least one specific reason,18.5
6679,Liberia,F,Education,No education,... for at least one specific reason,45.8
6680,Liberia,F,Education,Primary,... for at least one specific reason,47.8
6681,Liberia,F,Education,Secondary,... for at least one specific reason,37.0
6682,Liberia,F,Education,Higher,... if she argues with him,14.4
6683,Liberia,F,Education,No education,... if she argues with him,35.0
6684,Liberia,F,Education,Primary,... if she argues with him,38.8
6685,Liberia,F,Education,Secondary,... if she argues with him,28.1
6686,Liberia,F,Education,Higher,... if she burns the food,0.1
6687,Liberia,F,Education,No education,... if she burns the food,8.6
6688,Liberia,F,Education,Primary,... if she burns the food,8.4
6689,Liberia,F,Education,Secondary,... if she burns the food,6.2
6690,Liberia,F,Education,Higher,... if she goes out without telling him,15.1
6691,Liberia,F,Education,No education,... if she goes out without telling him,30.7
6692,Liberia,F,Education,Primary,... if she goes out without telling him,31.5
6693,Liberia,F,Education,Secondary,... if she goes out without telling him,24.9
6694,Liberia,F,Education,Higher,... if she neglects the children,14.0
6695,Liberia,F,Education,No education,... if she neglects the children,34.5
6696,Liberia,F,Education,Primary,... if she neglects the children,37.1
6697,Liberia,F,Education,Secondary,... if she neglects the children,27.6
6698,Liberia,F,Education,Higher,... if she refuses to have sex with him,6.5
6699,Liberia,F,Education,No education,... if she refuses to have sex with him,13.4
6700,Liberia,F,Education,Primary,... if she refuses to have sex with him,11.6
6701,Liberia,F,Education,Secondary,... if she refuses to have sex with him,7.5
6702,Liberia,F,Employment,Employed for cash,... for at least one specific reason,39.7
6703,Liberia,F,Employment,Employed for kind,... for at least one specific reason,46.4
6704,Liberia,F,Employment,Unemployed,... for at least one specific reason,43.4
6705,Liberia,F,Employment,Employed for cash,... if she argues with him,31.1
6706,Liberia,F,Employment,Employed for kind,... if she argues with him,34.6
6707,Liberia,F,Employment,Unemployed,... if she argues with him,34.3
6708,Liberia,F,Employment,Employed for cash,... if she burns the food,6.8
6709,Liberia,F,Employment,Employed for kind,... if she burns the food,7.4
6710,Liberia,F,Employment,Unemployed,... if she burns the food,8.0
6711,Liberia,F,Employment,Employed for cash,... if she goes out without telling him,28.2
6712,Liberia,F,Employment,Employed for kind,... if she goes out without telling him,26.4
6713,Liberia,F,Employment,Unemployed,... if she goes out without telling him,29.6
6714,Liberia,F,Employment,Employed for cash,... if she neglects the children,31.3
6715,Liberia,F,Employment,Employed for kind,... if she neglects the children,31.9
6716,Liberia,F,Employment,Unemployed,... if she neglects the children,33.3
6717,Liberia,F,Employment,Employed for cash,... if she refuses to have sex with him,9.9
6718,Liberia,F,Employment,Employed for kind,... if she refuses to have sex with him,8.8
6719,Liberia,F,Employment,Unemployed,... if she refuses to have sex with him,12.3
6720,Liberia,F,Marital status,Married or living together,... for at least one specific reason,43.5
6721,Liberia,F,Marital status,Never married,... for at least one specific reason,41.6
6722,Liberia,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,39.5
6723,Liberia,F,Marital status,Married or living together,... if she argues with him,34.0
6724,Liberia,F,Marital status,Never married,... if she argues with him,32.4
6725,Liberia,F,Marital status,"Widowed, divorced, separated",... if she argues with him,30.6
6726,Liberia,F,Marital status,Married or living together,... if she burns the food,7.6
6727,Liberia,F,Marital status,Never married,... if she burns the food,7.6
6728,Liberia,F,Marital status,"Widowed, divorced, separated",... if she burns the food,5.8
6729,Liberia,F,Marital status,Married or living together,... if she goes out without telling him,30.0
6730,Liberia,F,Marital status,Never married,... if she goes out without telling him,26.5
6731,Liberia,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,25.7
6732,Liberia,F,Marital status,Married or living together,... if she neglects the children,33.5
6733,Liberia,F,Marital status,Never married,... if she neglects the children,31.3
6734,Liberia,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,27.9
6735,Liberia,F,Marital status,Married or living together,... if she refuses to have sex with him,11.8
6736,Liberia,F,Marital status,Never married,... if she refuses to have sex with him,8.7
6737,Liberia,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,10.9
6738,Liberia,F,Residence,Rural,... for at least one specific reason,48.5
6739,Liberia,F,Residence,Urban,... for at least one specific reason,38.6
6740,Liberia,F,Residence,Rural,... if she argues with him,37.3
6741,Liberia,F,Residence,Urban,... if she argues with him,30.4
6742,Liberia,F,Residence,Rural,... if she burns the food,9.5
6743,Liberia,F,Residence,Urban,... if she burns the food,6.1
6744,Liberia,F,Residence,Rural,... if she goes out without telling him,31.1
6745,Liberia,F,Residence,Urban,... if she goes out without telling him,26.8
6746,Liberia,F,Residence,Rural,... if she neglects the children,35.8
6747,Liberia,F,Residence,Urban,... if she neglects the children,29.9
6748,Liberia,F,Residence,Rural,... if she refuses to have sex with him,12.8
6749,Liberia,F,Residence,Urban,... if she refuses to have sex with him,9.4
6750,Liberia,M,Age,15-24,... for at least one specific reason,28.1
6751,Liberia,M,Age,25-34,... for at least one specific reason,25.9
6752,Liberia,M,Age,35-49,... for at least one specific reason,17.8
6753,Liberia,M,Age,15-24,... if she argues with him,21.2
6754,Liberia,M,Age,25-34,... if she argues with him,19.3
6755,Liberia,M,Age,35-49,... if she argues with him,13.2
6756,Liberia,M,Age,15-24,... if she burns the food,4.1
6757,Liberia,M,Age,25-34,... if she burns the food,2.5
6758,Liberia,M,Age,35-49,... if she burns the food,1.0
6759,Liberia,M,Age,15-24,... if she goes out without telling him,16.3
6760,Liberia,M,Age,25-34,... if she goes out without telling him,14.3
6761,Liberia,M,Age,35-49,... if she goes out without telling him,10.9
6762,Liberia,M,Age,15-24,... if she neglects the children,18.0
6763,Liberia,M,Age,25-34,... if she neglects the children,13.2
6764,Liberia,M,Age,35-49,... if she neglects the children,11.7
6765,Liberia,M,Age,15-24,... if she refuses to have sex with him,5.3
6766,Liberia,M,Age,25-34,... if she refuses to have sex with him,3.5
6767,Liberia,M,Age,35-49,... if she refuses to have sex with him,3.1
6768,Liberia,M,Education,Higher,... for at least one specific reason,11.1
6769,Liberia,M,Education,No education,... for at least one specific reason,28.0
6770,Liberia,M,Education,Primary,... for at least one specific reason,30.0
6771,Liberia,M,Education,Secondary,... for at least one specific reason,22.3
6772,Liberia,M,Education,Higher,... if she argues with him,8.8
6773,Liberia,M,Education,No education,... if she argues with him,21.2
6774,Liberia,M,Education,Primary,... if she argues with him,23.4
6775,Liberia,M,Education,Secondary,... if she argues with him,15.9
6776,Liberia,M,Education,Higher,... if she burns the food,0.0
6777,Liberia,M,Education,No education,... if she burns the food,1.9
6778,Liberia,M,Education,Primary,... if she burns the food,3.9
6779,Liberia,M,Education,Secondary,... if she burns the food,2.5
6780,Liberia,M,Education,Higher,... if she goes out without telling him,9.2
6781,Liberia,M,Education,No education,... if she goes out without telling him,17.8
6782,Liberia,M,Education,Primary,... if she goes out without telling him,16.2
6783,Liberia,M,Education,Secondary,... if she goes out without telling him,12.6
6784,Liberia,M,Education,Higher,... if she neglects the children,7.6
6785,Liberia,M,Education,No education,... if she neglects the children,18.7
6786,Liberia,M,Education,Primary,... if she neglects the children,18.1
6787,Liberia,M,Education,Secondary,... if she neglects the children,12.7
6788,Liberia,M,Education,Higher,... if she refuses to have sex with him,0.0
6789,Liberia,M,Education,No education,... if she refuses to have sex with him,8.7
6790,Liberia,M,Education,Primary,... if she refuses to have sex with him,5.3
6791,Liberia,M,Education,Secondary,... if she refuses to have sex with him,2.9
6792,Liberia,M,Employment,Employed for cash,... for at least one specific reason,23.2
6793,Liberia,M,Employment,Employed for kind,... for at least one specific reason,32.5
6794,Liberia,M,Employment,Unemployed,... for at least one specific reason,21.3
6795,Liberia,M,Employment,Employed for cash,... if she argues with him,17.0
6796,Liberia,M,Employment,Employed for kind,... if she argues with him,24.7
6797,Liberia,M,Employment,Unemployed,... if she argues with him,16.5
6798,Liberia,M,Employment,Employed for cash,... if she burns the food,1.4
6799,Liberia,M,Employment,Employed for kind,... if she burns the food,4.6
6800,Liberia,M,Employment,Unemployed,... if she burns the food,4.1
6801,Liberia,M,Employment,Employed for cash,... if she goes out without telling him,14.5
6802,Liberia,M,Employment,Employed for kind,... if she goes out without telling him,15.5
6803,Liberia,M,Employment,Unemployed,... if she goes out without telling him,11.9
6804,Liberia,M,Employment,Employed for cash,... if she neglects the children,14.8
6805,Liberia,M,Employment,Employed for kind,... if she neglects the children,18.8
6806,Liberia,M,Employment,Unemployed,... if she neglects the children,11.5
6807,Liberia,M,Employment,Employed for cash,... if she refuses to have sex with him,4.2
6808,Liberia,M,Employment,Employed for kind,... if she refuses to have sex with him,4.0
6809,Liberia,M,Employment,Unemployed,... if she refuses to have sex with him,3.9
6810,Liberia,M,Marital status,Married or living together,... for at least one specific reason,21.1
6811,Liberia,M,Marital status,Never married,... for at least one specific reason,28.0
6812,Liberia,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,26.5
6813,Liberia,M,Marital status,Married or living together,... if she argues with him,15.3
6814,Liberia,M,Marital status,Never married,... if she argues with him,21.5
6815,Liberia,M,Marital status,"Widowed, divorced, separated",... if she argues with him,19.5
6816,Liberia,M,Marital status,Married or living together,... if she burns the food,1.5
6817,Liberia,M,Marital status,Never married,... if she burns the food,4.0
6818,Liberia,M,Marital status,"Widowed, divorced, separated",... if she burns the food,3.2
6819,Liberia,M,Marital status,Married or living together,... if she goes out without telling him,11.9
6820,Liberia,M,Marital status,Never married,... if she goes out without telling him,16.6
6821,Liberia,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,14.7
6822,Liberia,M,Marital status,Married or living together,... if she neglects the children,12.1
6823,Liberia,M,Marital status,Never married,... if she neglects the children,17.5
6824,Liberia,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,17.3
6825,Liberia,M,Marital status,Married or living together,... if she refuses to have sex with him,3.2
6826,Liberia,M,Marital status,Never married,... if she refuses to have sex with him,5.5
6827,Liberia,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,0.9
6828,Liberia,M,Residence,Rural,... for at least one specific reason,29.5
6829,Liberia,M,Residence,Urban,... for at least one specific reason,20.5
6830,Liberia,M,Residence,Rural,... if she argues with him,20.7
6831,Liberia,M,Residence,Urban,... if she argues with him,16.3
6832,Liberia,M,Residence,Rural,... if she burns the food,3.5
6833,Liberia,M,Residence,Urban,... if she burns the food,2.0
6834,Liberia,M,Residence,Rural,... if she goes out without telling him,16.4
6835,Liberia,M,Residence,Urban,... if she goes out without telling him,12.3
6836,Liberia,M,Residence,Rural,... if she neglects the children,17.6
6837,Liberia,M,Residence,Urban,... if she neglects the children,12.4
6838,Liberia,M,Residence,Rural,... if she refuses to have sex with him,5.6
6839,Liberia,M,Residence,Urban,... if she refuses to have sex with him,3.0
6840,Madagascar,F,Age,15-24,... for at least one specific reason,34.7
6841,Madagascar,F,Age,25-34,... for at least one specific reason,31.6
6842,Madagascar,F,Age,35-49,... for at least one specific reason,29.9
6843,Madagascar,F,Age,15-24,... if she argues with him,6.4
6844,Madagascar,F,Age,25-34,... if she argues with him,5.8
6845,Madagascar,F,Age,35-49,... if she argues with him,5.5
6846,Madagascar,F,Age,15-24,... if she burns the food,8.4
6847,Madagascar,F,Age,25-34,... if she burns the food,6.6
6848,Madagascar,F,Age,35-49,... if she burns the food,6.4
6849,Madagascar,F,Age,15-24,... if she goes out without telling him,20.6
6850,Madagascar,F,Age,25-34,... if she goes out without telling him,19.0
6851,Madagascar,F,Age,35-49,... if she goes out without telling him,17.6
